Statistiska tätorter 2023, befolkning, landareal, befolkningstäthet;;;;;;;;;;;;;;;;;;;;;;;;
Källa: SCB, www.scb.se/MI0810. Publicerad 2024-11-28;;;;;;;;;;;;;;;;;;;;;;;;
Statistisk tätort: Bebyggelseområde med minst 200 folkbokförda invånare och tät bebyggelse;;;;;;;;;;;;;;;;;;;;;;;;
Befolkning: Befolkning folkbokförd på adress inom statistiska tätorter 2023;;;;;;;;;;;;;;;;;;;;;;;;
Befolkningstäthet: Antal folkbokförda invånare dividerat med tätortens landareal i kvadratkilometer;;;;;;;;;;;;;;;;;;;;;;;;
Kommun och län avser tätorterns mest ursprungliga del eller den ytmässigt största delen av tätorten;;;;;;;;;;;;;;;;;;;;;;;;
Preliminära tätortsbeteckningar avser nya tätorter och tätorter med stor förändring i yta. Lantmäteriet utreder och fastställer definitiva beteckningar. ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Länskod;Länsnamn;Kommunkod ;Kommunnamn;Tätortskod;Tätortsbeteckning;"Ny
2023";"Befolkning 
2020-12-30";"Befolkning 
2023-12-31";"Skillnad 
befolkning 
2020-2023";"Landareal 
i hektar
2020";"Landareal 
i hektar
2023";"Skillnad 
i landareal
2020-2023";"Befolknings-
täthet
2020-12-30";"Befolknings-
täthet
2023-12-31";"Skillnad
befolknings-täthet 
2020-2023";;;;;;;;;
10;Blekinge;1083;Sölvesborg;1083TC109;Sölvesborg;;8 832;8 744;-88;749;785;36;1 179;1 114;-65;;;;;;;;;
12;Skåne;1214;Svalöv;1214TB101;Billeberga;;1 064;1 053;-11;159;164;5;669;641;-28;;;;;;;;;
12;Skåne;1214;Svalöv;1214TB102;Kågeröd;;1 544;1 585;41;179;191;12;863;830;-33;;;;;;;;;
12;Skåne;1214;Svalöv;1214TB103;Röstånga;;927;911;-16;137;141;4;674;647;-27;;;;;;;;;
12;Skåne;1214;Svalöv;1214TB105;Teckomatorp;;1 866;1 991;125;120;122;2;1 552;1 631;79;;;;;;;;;
12;Skåne;1214;Svalöv;1214TB106;Tågarp;;460;484;24;50;55;5;913;879;-34;;;;;;;;;
12;Skåne;1214;Svalöv;1214TC104;Svalöv;;4 216;4 250;34;263;262;-1;1 604;1 624;20;;;;;;;;;
12;Skåne;1230;Staffanstorp;1230TB101;Bergströmshusen;;403;394;-9;30;31;1;1 364;1 283;-81;;;;;;;;;
12;Skåne;1230;Staffanstorp;1230TB103;Hjärup;;5 675;5 948;273;228;222;-6;2 487;2 675;188;;;;;;;;;
12;Skåne;1230;Staffanstorp;1230TB104;Kyrkheddinge;;250;320;70;51;70;19;491;455;-36;;;;;;;;;
12;Skåne;1230;Staffanstorp;1230TB115;Nordanå;;328;349;21;39;41;2;834;844;10;;;;;;;;;
12;Skåne;1230;Staffanstorp;1230TC105;Staffanstorp;;16 854;17 838;984;889;960;71;1 895;1 858;-37;;;;;;;;;
12;Skåne;1231;Burlöv;1231TB101;Burlövs egnahem;;767;775;8;30;30;0;2 576;2 567;-9;;;;;;;;;
12;Skåne;1231;Burlöv;1231TB102;Åkarp;;6 359;6 394;35;267;270;3;2 378;2 370;-8;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB101;Arrie;;313;330;17;48;48;0;658;687;29;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB102;Gessie Villastad;;550;527;-23;54;54;0;1 018;968;-50;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB103;Hököpinge;;1 370;1 777;407;87;89;2;1 578;1 991;413;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB104;Höllviken och Ljunghusen;;15 598;15 669;71;1 288;1 312;24;1 211;1 194;-17;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB107;Skanör med Falsterbo;;7 452;7 339;-113;589;606;17;1 264;1 210;-54;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB109;Västra Ingelstad;;1 034;1 075;41;99;103;4;1 040;1 047;7;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB110;Östra Grevie;;858;952;94;103;104;1;832;919;87;;;;;;;;;
12;Skåne;1233;Vellinge;1233TB128;Södra Åkarp (preliminär);1;;214;;;19;0;;1 131;0;;;;;;;;;
12;Skåne;1233;Vellinge;1233TC108;Vellinge;;7 075;7 274;199;398;365;-33;1 779;1 991;212;;;;;;;;;
12;Skåne;1256;Östra Göinge;1256TB102;Glimåkra;;1 550;1 484;-66;208;212;4;745;701;-44;;;;;;;;;
12;Skåne;1256;Östra Göinge;1256TB103;Hanaskog;;1 483;1 244;-239;144;145;1;1 031;857;-174;;;;;;;;;
12;Skåne;1256;Östra Göinge;1256TB105;Immeln;;308;307;-1;116;124;8;264;248;-16;;;;;;;;;
12;Skåne;1256;Östra Göinge;1256TB106;Knislinge;;3 382;3 346;-36;294;298;4;1 152;1 121;-31;;;;;;;;;
12;Skåne;1256;Östra Göinge;1256TB107;Sibbhult;;1 408;1 337;-71;158;161;3;890;830;-60;;;;;;;;;
12;Skåne;1256;Östra Göinge;1256TC101;Broby;;3 561;3 373;-188;408;434;26;872;778;-94;;;;;;;;;
12;Skåne;1257;Örkelljunga;1257TB101;Eket;;434;450;16;102;102;0;427;441;14;;;;;;;;;
12;Skåne;1257;Örkelljunga;1257TB102;Skånes-Fagerhult;;963;951;-12;230;241;11;419;395;-24;;;;;;;;;
12;Skåne;1257;Örkelljunga;1257TB103;Åsljunga;;798;759;-39;177;222;45;450;341;-109;;;;;;;;;
12;Skåne;1257;Örkelljunga;1257TC104;Örkelljunga;;5 534;5 507;-27;868;874;6;638;630;-8;;;;;;;;;
12;Skåne;1260;Bjuv;1260TB103;Ekeby;;3 369;3 344;-25;433;400;-33;778;836;58;;;;;;;;;
12;Skåne;1260;Bjuv;1260TB104;Gunnarstorp;;386;386;0;42;45;3;922;858;-64;;;;;;;;;
12;Skåne;1260;Bjuv;1260TC102;Bjuv;;10 911;11 209;298;954;986;32;1 144;1 136;-8;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB101;Järavallen;;250;251;1;30;32;2;847;787;-60;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB102;Barsebäck;;983;987;4;64;65;1;1 527;1 514;-13;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB103;Barsebäckshamn;;498;486;-12;53;57;4;933;856;-77;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB104;Dösjebro;;936;902;-34;71;72;1;1 321;1 259;-62;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB105;Furulund;;4 669;4 633;-36;288;297;9;1 624;1 560;-64;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB106;Hofterup;;3 986;4 067;81;463;514;51;860;791;-69;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB108;Lilla Harrie;;383;394;11;47;47;0;810;831;21;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB109;Löddeköpinge;;6 707;6 714;7;413;431;18;1 624;1 559;-65;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB110;Sandskogen;;730;708;-22;73;75;2;999;939;-60;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TB111;Västra Karaby;;273;265;-8;62;61;-1;442;435;-7;;;;;;;;;
12;Skåne;1261;Kävlinge;1261TC107;Kävlinge;;10 030;10 453;423;491;494;3;2 044;2 118;74;;;;;;;;;
12;Skåne;1262;Lomma;1262TB101;Bjärred;;9 916;9 816;-100;510;520;10;1 944;1 887;-57;;;;;;;;;
12;Skåne;1262;Lomma;1262TB102;Flädie;;244;245;1;38;39;1;634;634;0;;;;;;;;;
12;Skåne;1262;Lomma;1262TC103;Lomma;;13 772;13 699;-73;584;611;27;2 359;2 243;-116;;;;;;;;;
12;Skåne;1263;Svedala;1263TB101;Bara;;4 310;4 656;346;208;218;10;2 075;2 140;65;;;;;;;;;
12;Skåne;1263;Svedala;1263TB102;Holmeja;;258;258;0;31;32;1;824;798;-26;;;;;;;;;
12;Skåne;1263;Svedala;1263TB103;Klågerup;;2 278;2 317;39;114;118;4;2 004;1 970;-34;;;;;;;;;
12;Skåne;1263;Svedala;1263TC105;Svedala;;12 918;13 433;515;795;846;51;1 626;1 588;-38;;;;;;;;;
12;Skåne;1264;Skurup;1264TB101;Abbekås;;851;841;-10;161;161;0;529;524;-5;;;;;;;;;
12;Skåne;1264;Skurup;1264TB102;Rydsgård;;1 411;1 521;110;155;167;12;912;913;1;;;;;;;;;
12;Skåne;1264;Skurup;1264TB103;Skivarp;;1 360;1 397;37;160;161;1;849;868;19;;;;;;;;;
12;Skåne;1264;Skurup;1264TC104;Skurup;;8 626;9 233;607;615;644;29;1 402;1 433;31;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB101;Karups sommarby;;396;393;-3;81;82;1;488;478;-10;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB102;Bjärsjölagård;;399;359;-40;71;76;5;563;473;-90;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB103;Blentarp;;1 523;1 535;12;253;256;3;601;598;-3;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB104;Lövestad;;671;709;38;111;116;5;602;612;10;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB107;Sövde;;369;347;-22;75;76;1;492;455;-37;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB108;Vollsjö;;843;945;102;148;198;50;571;477;-94;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB109;Äsperöd;;262;229;-33;36;36;0;731;628;-103;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TB120;Humlamaden och Hemmestorps björke, boke och fure;;200;412;212;63;116;53;319;356;37;;;;;;;;;
12;Skåne;1265;Sjöbo;1265TC105;Sjöbo;;8 478;8 565;87;782;845;63;1 084;1 014;-70;;;;;;;;;
12;Skåne;1266;Hörby;1266TB103;Osbyholm;;307;333;26;44;45;1;705;746;41;;;;;;;;;
12;Skåne;1266;Hörby;1266TB104;Önneköp;;209;206;-3;57;48;-9;369;432;63;;;;;;;;;
12;Skåne;1266;Hörby;1266TB116;Svensköps kyrka (preliminär);1;;204;;;83;0;;246;0;;;;;;;;;
12;Skåne;1266;Hörby;1266TC101;Hörby;;7 692;7 583;-109;585;600;15;1 315;1 265;-50;;;;;;;;;
12;Skåne;1267;Höör;1267TB105;Norra Rörum;;230;231;1;49;48;-1;471;484;13;;;;;;;;;
12;Skåne;1267;Höör;1267TB107;Snogeröd;;226;213;-13;35;35;0;650;611;-39;;;;;;;;;
12;Skåne;1267;Höör;1267TB109;Tjörnarp;;896;875;-21;274;280;6;327;312;-15;;;;;;;;;
12;Skåne;1267;Höör;1267TC103;Höör;;12 976;14 004;1 028;1 664;1 939;275;780;722;-58;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TB101;Brösarp;;742;721;-21;97;100;3;763;719;-44;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TB102;Lunnarp;;326;314;-12;53;54;1;611;581;-30;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TB103;Onslunda;;509;446;-63;58;59;1;874;762;-112;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TB104;Skåne-Tranås;;248;252;4;73;75;2;338;335;-3;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TB105;Smedstorp;;385;415;30;84;98;14;456;425;-31;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TB106;Spjutstorp;;202;213;11;40;41;1;504;520;16;;;;;;;;;
12;Skåne;1270;Tomelilla;1270TC107;Tomelilla;;7 239;7 262;23;654;684;30;1 107;1 061;-46;;;;;;;;;
12;Skåne;1272;Bromölla;1272TB103;Gualöv;;512;519;7;94;95;1;547;544;-3;;;;;;;;;
12;Skåne;1272;Bromölla;1272TB104;Nymölla;;273;261;-12;161;161;0;169;162;-7;;;;;;;;;
12;Skåne;1272;Bromölla;1272TB105;Näsum;;1 314;1 274;-40;249;252;3;527;506;-21;;;;;;;;;
12;Skåne;1272;Bromölla;1272TB106;Valje;;1 069;1 073;4;165;176;11;648;610;-38;;;;;;;;;
12;Skåne;1272;Bromölla;1272TC101;Bromölla;;8 092;7 905;-187;636;639;3;1 273;1 237;-36;;;;;;;;;
12;Skåne;1273;Osby;1273TB102;Killeberg;;631;612;-19;118;117;-1;537;523;-14;;;;;;;;;
12;Skåne;1273;Osby;1273TB103;Lönsboda;;1 946;1 851;-95;269;273;4;723;678;-45;;;;;;;;;
12;Skåne;1273;Osby;1273TC104;Osby;;7 758;7 754;-4;935;962;27;830;806;-24;;;;;;;;;
12;Skåne;1275;Perstorp;1275TB103;Oderljunga (preliminär);1;;230;;;100;0;;231;0;;;;;;;;;
12;Skåne;1275;Perstorp;1275TC101;Perstorp;;6 091;5 972;-119;572;564;-8;1 065;1 059;-6;;;;;;;;;
12;Skåne;1276;Klippan;1276TB102;Klippans bruk;;364;301;-63;59;48;-11;614;623;9;;;;;;;;;
12;Skåne;1276;Klippan;1276TB103;Ljungbyhed;;2 192;2 167;-25;356;375;19;617;577;-40;;;;;;;;;
12;Skåne;1276;Klippan;1276TB105;Östra Ljungby;;1 876;1 812;-64;225;243;18;833;746;-87;;;;;;;;;
12;Skåne;1276;Klippan;1276TC101;Klippan;;8 874;9 049;175;546;569;23;1 626;1 590;-36;;;;;;;;;
12;Skåne;1277;Åstorp;1277TB101;Björnås;;873;889;16;98;98;0;894;911;17;;;;;;;;;
12;Skåne;1277;Åstorp;1277TB102;Hyllinge;;2 421;2 454;33;181;185;4;1 341;1 324;-17;;;;;;;;;
12;Skåne;1277;Åstorp;1277TB103;Kvidinge;;1 972;1 986;14;186;193;7;1 058;1 027;-31;;;;;;;;;
12;Skåne;1277;Åstorp;1277TC104;Åstorp;;9 703;10 063;360;686;712;26;1 415;1 414;-1;;;;;;;;;
12;Skåne;1278;Båstad;1278TB102;Förslöv;;2 306;2 484;178;238;258;20;969;963;-6;;;;;;;;;
12;Skåne;1278;Båstad;1278TB103;Grevie;;979;1 031;52;194;218;24;504;472;-32;;;;;;;;;
12;Skåne;1278;Båstad;1278TB104;Torekov;;1 091;1 044;-47;443;459;16;246;227;-19;;;;;;;;;
12;Skåne;1278;Båstad;1278TB105;Västra Karup;;594;604;10;152;166;14;390;363;-27;;;;;;;;;
12;Skåne;1278;Båstad;1278TC101;Båstad;;5 704;7 073;1 369;821;1 129;308;695;626;-69;;;;;;;;;
12;Skåne;1280;Malmö;1280TB101;Bunkeflostrand;;15 212;15 488;276;502;505;3;3 032;3 068;36;;;;;;;;;
12;Skåne;1280;Malmö;1280TB107;Oxie;;13 575;14 040;465;564;576;12;2 406;2 436;30;;;;;;;;;
12;Skåne;1280;Malmö;1280TB108;Skumparp;;245;238;-7;23;23;0;1 069;1 034;-35;;;;;;;;;
12;Skåne;1280;Malmö;1280TB111;Tygelsjö;;3 603;4 126;523;185;201;16;1 948;2 053;105;;;;;;;;;
12;Skåne;1280;Malmö;1280TC106;Malmö;;325 069;339 316;14 247;7 833;8 067;234;4 150;4 206;56;;;;;;;;;
12;Skåne;1281;Lund;1281TB101;Dalby;;6 838;6 969;131;379;397;18;1 806;1 756;-50;;;;;;;;;
12;Skåne;1281;Lund;1281TB102;Genarp;;3 110;3 180;70;201;203;2;1 549;1 570;21;;;;;;;;;
12;Skåne;1281;Lund;1281TB103;Torna Hällestad;;747;777;30;84;108;24;895;718;-177;;;;;;;;;
12;Skåne;1281;Lund;1281TB106;Revinge;;532;530;-2;63;64;1;839;825;-14;;;;;;;;;
12;Skåne;1281;Lund;1281TB107;Stångby;;2 013;2 430;417;99;121;22;2 037;2 010;-27;;;;;;;;;
12;Skåne;1281;Lund;1281TB108;Södra Sandby;;6 573;6 886;313;451;456;5;1 458;1 511;53;;;;;;;;;
12;Skåne;1281;Lund;1281TB110;Veberöd;;5 575;5 647;72;403;413;10;1 385;1 366;-19;;;;;;;;;
12;Skåne;1281;Lund;1281TC105;Lund;;94 393;98 308;3 915;2 637;2 760;123;3 580;3 561;-19;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB101;Tuna;;353;340;-13;161;157;-4;220;217;-3;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB102;Annelöv;;449;445;-4;76;69;-7;593;649;56;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB103;Asmundtorp;;1 646;1 679;33;118;118;0;1 394;1 423;29;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB104;Glumslöv;;2 253;2 243;-10;131;135;4;1 725;1 658;-67;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB105;Häljarp;;3 713;4 024;311;230;235;5;1 611;1 712;101;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB106;Härslöv;;410;412;2;39;39;0;1 059;1 045;-14;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB107;Kvärlöv;;253;245;-8;48;50;2;531;491;-40;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB109;Saxtorpsskogen;;1 245;1 242;-3;203;204;1;614;609;-5;;;;;;;;;
12;Skåne;1282;Landskrona;1282TB118;Munkebäck (preliminär);1;;242;;;31;0;;774;0;;;;;;;;;
12;Skåne;1282;Landskrona;1282TC108;Landskrona;;33 466;33 859;393;1 381;1 516;135;2 423;2 234;-189;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB101;Fleninge;;226;275;49;61;70;9;369;390;21;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB102;Allerum;;742;780;38;95;116;21;780;670;-110;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB104;Domsten;;611;571;-40;50;59;9;1 224;961;-263;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB105;Gantofta;;1 506;1 491;-15;105;108;3;1 429;1 385;-44;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB106;Hasslarp;;585;543;-42;60;62;2;968;872;-96;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB108;Hittarp;;4 628;4 554;-74;239;243;4;1 938;1 871;-67;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB109;Kattarp;;774;891;117;77;80;3;1 005;1 121;116;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB110;Mörarp;;1 946;1 920;-26;128;129;1;1 517;1 484;-33;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB111;Påarp;;5 883;5 882;-1;433;449;16;1 358;1 310;-48;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB112;Rydebäck;;6 480;6 597;117;299;309;10;2 169;2 138;-31;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB113;Tånga och Rögle;;242;233;-9;69;73;4;350;317;-33;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB114;Utvälinge;;236;212;-24;33;34;1;707;615;-92;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB115;Vallåkra;;787;866;79;127;143;16;618;605;-13;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TB116;Ödåkra;;5 807;5 768;-39;345;359;14;1 684;1 609;-75;;;;;;;;;
12;Skåne;1283;Helsingborg;1283TC107;Helsingborg;;113 828;116 029;2 201;4 095;4 171;76;2 780;2 782;2;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB101;Farhult;;352;477;125;101;104;3;348;457;109;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB102;Arild;;735;757;22;327;358;31;225;211;-14;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB104;Ingelsträde;;254;245;-9;44;48;4;574;513;-61;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB105;Jonstorp;;2 130;2 203;73;196;200;4;1 087;1 099;12;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB107;Mjöhult;;305;323;18;43;45;2;708;718;10;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB108;Mölle;;575;545;-30;85;91;6;675;599;-76;;;;;;;;;
12;Skåne;1284;Höganäs;1284TB109;Viken;;4 606;5 162;556;303;315;12;1 518;1 638;120;;;;;;;;;
12;Skåne;1284;Höganäs;1284TC103;Höganäs;;16 001;16 274;273;1 105;1 112;7;1 448;1 463;15;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB101;Billinge;;459;449;-10;80;81;1;572;554;-18;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB103;Flyinge;;1 012;1 055;43;96;104;8;1 054;1 012;-42;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB104;Gårdstånga;;386;366;-20;47;52;5;827;708;-119;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB105;Harlösa;;840;887;47;85;88;3;992;1 010;18;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB106;Hurva;;391;376;-15;64;65;1;611;577;-34;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB107;Kungshult;;394;383;-11;47;48;1;847;791;-56;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB108;Löberöd;;1 287;1 276;-11;139;141;2;924;902;-22;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB109;Marieholm;;1 741;1 725;-16;144;142;-2;1 211;1 215;4;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB110;Stehag;;1 332;1 454;122;137;139;2;970;1 046;76;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB111;Stockamöllan;1;;294;;;47;0;;628;0;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB112;Örtofta;;287;257;-30;93;96;3;308;267;-41;;;;;;;;;
12;Skåne;1285;Eslöv;1285TB113;Väggarp;;253;260;7;30;30;0;856;858;2;;;;;;;;;
12;Skåne;1285;Eslöv;1285TC102;Eslöv;;19 794;20 422;628;953;986;33;2 076;2 072;-4;;;;;;;;;
12;Skåne;1286;Ystad;1286TB101;Rynge och Vallösa;;226;242;16;116;118;2;194;206;12;;;;;;;;;
12;Skåne;1286;Ystad;1286TB102;Glemmingebro;;424;421;-3;55;60;5;765;704;-61;;;;;;;;;
12;Skåne;1286;Ystad;1286TB104;Köpingebro;;1 265;1 356;91;115;118;3;1 098;1 151;53;;;;;;;;;
12;Skåne;1286;Ystad;1286TB105;Löderup;;628;592;-36;89;90;1;706;655;-51;;;;;;;;;
12;Skåne;1286;Ystad;1286TB106;Nybrostrand;;1 338;1 543;205;145;152;7;923;1 016;93;;;;;;;;;
12;Skåne;1286;Ystad;1286TB107;Stora Herrestad;;315;334;19;55;57;2;569;583;14;;;;;;;;;
12;Skåne;1286;Ystad;1286TB108;Svarte;;1 005;1 102;97;96;102;6;1 047;1 082;35;;;;;;;;;
12;Skåne;1286;Ystad;1286TB109;Sövestad;;366;354;-12;52;53;1;709;668;-41;;;;;;;;;
12;Skåne;1286;Ystad;1286TB121;Trunnerup, Bleckstorp och Rögla;;204;222;18;113;114;1;180;195;15;;;;;;;;;
12;Skåne;1286;Ystad;1286TC110;Ystad;;20 195;21 259;1 064;1 099;1 247;148;1 838;1 704;-134;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB101;Alstad;;350;343;-7;56;59;3;623;586;-37;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB102;Anderslöv;;1 958;2 023;65;135;136;1;1 452;1 483;31;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB103;Beddingestrand;;1 561;1 644;83;387;418;31;404;394;-10;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB105;Klagstorp;;599;416;-183;104;56;-48;578;749;171;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB106;Kurland;;626;640;14;40;42;2;1 582;1 516;-66;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB108;Skegrie;;1 650;1 934;284;113;117;4;1 465;1 656;191;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB109;Smygehamn;;1 287;1 292;5;131;134;3;985;963;-22;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TB111;Västra Tommarp;;418;428;10;33;34;1;1 251;1 275;24;;;;;;;;;
12;Skåne;1287;Trelleborg;1287TC110;Trelleborg;;30 808;31 366;558;1 622;1 695;73;1 900;1 850;-50;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB101;Arkelstorp;;791;792;1;152;161;9;522;492;-30;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB102;Balsby;;514;475;-39;69;59;-10;746;810;64;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB103;Bäckaskog;;317;322;5;43;43;0;739;746;7;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB104;Degeberga;;1 328;1 350;22;215;217;2;619;622;3;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB105;Everöd;;925;906;-19;166;175;9;558;517;-41;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB106;Fjälkinge;;1 860;1 872;12;191;199;8;973;942;-31;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB107;Färlöv;;1 550;1 630;80;205;208;3;755;783;28;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB108;Gärds Köpinge;;920;893;-27;117;123;6;789;724;-65;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB109;Hammar;;3 556;3 585;29;242;243;1;1 470;1 474;4;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB111;Huaröd;;267;256;-11;85;91;6;314;282;-32;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB113;Linderöd;;471;473;2;99;107;8;475;443;-32;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB115;Nyehusen och Furuboda;;310;318;8;269;286;17;115;111;-4;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB117;Rinkaby;;749;748;-1;126;127;1;593;587;-6;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB118;Tollarp;;3 449;3 385;-64;437;408;-29;789;830;41;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB119;Torsebro;1;;278;;;103;0;;269;0;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB120;Vanneberga;;218;203;-15;64;69;5;342;294;-48;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB121;Viby;;1 204;1 212;8;182;182;0;660;665;5;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB123;Vittskövle;;239;228;-11;61;61;0;393;371;-22;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB124;Vånga;;259;268;9;111;124;13;232;217;-15;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB125;Yngsjö;;717;758;41;323;320;-3;222;237;15;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB126;Åhus;;10 487;10 877;390;1 189;1 228;39;882;885;3;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB127;Önnestad;;1 442;1 393;-49;222;217;-5;649;641;-8;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB128;Österslöv;;475;468;-7;68;69;1;703;677;-26;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB129;Östra Sönnarslöv;;265;268;3;69;69;0;386;386;0;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB130;Bjärlöv;;242;215;-27;69;64;-5;352;338;-14;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TB168;Skepparslöv;;201;215;14;58;58;0;349;371;22;;;;;;;;;
12;Skåne;1290;Kristianstad;1290TC112;Kristianstad;;41 299;41 198;-101;2 155;2 244;89;1 917;1 836;-81;;;;;;;;;
12;Skåne;1291;Simrishamn;1291TB101;Baskemölla;;322;297;-25;75;78;3;431;383;-48;;;;;;;;;
12;Skåne;1291;Simrishamn;1291TB102;Borrby;;949;840;-109;103;106;3;923;796;-127;;;;;;;;;
12;Skåne;1291;Simrishamn;1291TB103;Brantevik;;353;333;-20;86;88;2;412;380;-32;;;;;;;;;
12;Skåne;1291;Simrishamn;1291TB104;Gärsnäs;;1 110;1 039;-71;117;123;6;951;844;-107;;;;;;;;;
