Taxon id;Global sorteringsordning;Vetenskapligt namn;Auktor;Svenskt namn;Taxonstatus;Taxonkategori;Svensk förekomst;Svensk invandringshistoria;Rike;Fylum;Klass;Ordning;Familj;Släkte;Småart;Art;Andra identifierare;Andra vetenskapliga namn;Andra svenska namn;Andra namn;Webbadress
205985;56452;Sorex caecutiens;Laxmann, 1788;lappnäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305491, Id för taxonid.org: 4dc3b1;;;;https://dyntaxa.se/taxon/205985
102101;56453;Sorex isodon;Turov, 1924;tajganäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305500, Id för taxonid.org: 320a6f;sorex sinalis, sorex gravesi, sorex isodon;taiganäbbmus;;https://dyntaxa.se/taxon/102101
205983;56454;Sorex minutissimus;Zimmermann, 1780;mindre dvärgnäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305502, Id för taxonid.org: 304d29;;;;https://dyntaxa.se/taxon/205983
205982;56455;Sorex minutus;Linnaeus, 1766;dvärgnäbbmus;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Soricidae;Sorex;;;GUID: urn:lsid:faunaeur.org:taxname:305503, Id för taxonid.org: 13c8c8;;;;https://dyntaxa.se/taxon/205982
2002139;56456;Talpidae;G. Fischer, 1814;mullvadsdjur;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Eulipotyphla;;;;;GUID: urn:lsid:faunaeur.org:taxname:12621, Id för taxonid.org: 7f8d81;;;;https://dyntaxa.se/taxon/2002139
1001617;56457;Talpa;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Eulipotyphla;Talpidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305514, Id för taxonid.org: eba834;;;;https://dyntaxa.se/taxon/1001617
205980;56458;Talpa europaea;Linnaeus, 1758;mullvad;Accepterat;Art;Bofast och reproducerande;Spontan;Animalia;Chordata;Mammalia;Eulipotyphla;Talpidae;Talpa;;;GUID: urn:lsid:faunaeur.org:taxname:305516, Id för taxonid.org: f4fb6a;;;;https://dyntaxa.se/taxon/205980
3000534;56459;Perissodactyla;Owen, 1848;uddatåiga hovdjur;Accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;GUID: urn:lsid:faunaeur.org:taxname:54091, Id för taxonid.org: 9d7c54;;uddtåiga hovdjur;;https://dyntaxa.se/taxon/3000534
2003068;56460;Equidae;Gray, 1821;hästdjur;Accepterat;Familj;;;Animalia;Chordata;Mammalia;Perissodactyla;;;;;GUID: urn:lsid:faunaeur.org:taxname:54092, Id för taxonid.org: d8a873;;;;https://dyntaxa.se/taxon/2003068
1009404;56461;Equus;Linnaeus, 1758;;Accepterat;Släkte;;;Animalia;Chordata;Mammalia;Perissodactyla;Equidae;;;;GUID: urn:lsid:faunaeur.org:taxname:305547, Id för taxonid.org: b03e23;;;;https://dyntaxa.se/taxon/1009404
233622;56462;Equus asinus;Linnaeus, 1758;åsna;Accepterat;Art;Tillfällig, ej reproducerande;Aktivt införd, men ej bofast, före år 1800;Animalia;Chordata;Mammalia;Perissodactyla;Equidae;Equus;;;Id för taxonid.org: 9c95b7;;;;https://dyntaxa.se/taxon/233622
233623;56463;Equus caballus;Linnaeus, 1758;häst;Accepterat;Art;Tillfällig, ej reproducerande;Aktivt införd, men ej bofast, före år 1800;Animalia;Chordata;Mammalia;Perissodactyla;Equidae;Equus;;;GUID: urn:lsid:faunaeur.org:taxname:305549, Id för taxonid.org: c07803;;;;https://dyntaxa.se/taxon/233623
6001906;56464;Saknas (fladdermöss);;Saknas (fladdermöss);Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6001906
6010509;56465;Erinaceomorpha;Gregory, 1910;;Ej accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6010509
3000298;56466;Insectivora;;insektsätare;Ej accepterat;Kollektivtaxon;;;Animalia;Chordata;Mammalia;;;;;;GUID: urn:lsid:faunaeur.org:taxname:12618;;;;https://dyntaxa.se/taxon/3000298
6010510;56467;Soricomorpha;Gregory, 1910;;Ej accepterat;Ordning;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6010510
6053559;56468;Other Mammals;;övriga däggdjur;Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6053559
6001905;56469;Saknas (däggdjur exkl. fladdermöss);;Saknas (däggdjur exkl. fladdermöss);Accepterat;Pseudotaxon;;;Animalia;Chordata;Mammalia;;;;;;;;;;https://dyntaxa.se/taxon/6001905
